type,lib,jour,nb,code,Code,flag_url
departement,Haute-Corse,2020-03-28,112,NA,NA,NA
departement,Haute-Corse,2020-03-29,116,NA,NA,NA
departement,Haute-Corse,2020-03-30,116,NA,NA,NA
departement,Haute-Corse,2020-03-31,136,NA,NA,NA
departement,Haute-Garonne,2020-03-18,78,NA,NA,NA
departement,Haute-Garonne,2020-03-19,92,NA,NA,NA
departement,Haute-Garonne,2020-03-20,126,NA,NA,NA
departement,Haute-Garonne,2020-03-21,168,NA,NA,NA
departement,Haute-Garonne,2020-03-22,192,NA,NA,NA
departement,Haute-Garonne,2020-03-23,236,NA,NA,NA
departement,Haute-Garonne,2020-03-24,316,NA,NA,NA
departement,Haute-Garonne,2020-03-25,382,NA,NA,NA
departement,Haute-Garonne,2020-03-26,493,NA,NA,NA
departement,Haute-Garonne,2020-03-27,537,NA,NA,NA
departement,Haute-Garonne,2020-03-28,581,NA,NA,NA
departement,Haute-Garonne,2020-03-29,642,NA,NA,NA
departement,Haute-Garonne,2020-03-30,734,NA,NA,NA
departement,Haute-Garonne,2020-03-31,796,NA,NA,NA
departement,Haute-Loire,2020-03-18,14,NA,NA,NA
departement,Haute-Loire,2020-03-19,14,NA,NA,NA
departement,Haute-Loire,2020-03-20,20,NA,NA,NA
departement,Haute-Loire,2020-03-21,24,NA,NA,NA
departement,Haute-Loire,2020-03-22,28,NA,NA,NA
departement,Haute-Loire,2020-03-23,34,NA,NA,NA
departement,Haute-Loire,2020-03-24,38,NA,NA,NA
departement,Haute-Loire,2020-03-25,52,NA,NA,NA
departement,Haute-Loire,2020-03-26,60,NA,NA,NA
departement,Haute-Loire,2020-03-27,66,NA,NA,NA
departement,Haute-Loire,2020-03-28,70,NA,NA,NA
departement,Haute-Loire,2020-03-29,70,NA,NA,NA
departement,Haute-Loire,2020-03-30,76,NA,NA,NA
departement,Haute-Loire,2020-03-31,80,NA,NA,NA
departement,Haute-Marne,2020-03-18,10,NA,NA,NA
departement,Haute-Marne,2020-03-19,10,NA,NA,NA
departement,Haute-Marne,2020-03-20,34,NA,NA,NA
departement,Haute-Marne,2020-03-21,36,NA,NA,NA
departement,Haute-Marne,2020-03-22,48,NA,NA,NA
departement,Haute-Marne,2020-03-23,52,NA,NA,NA
departement,Haute-Marne,2020-03-24,92,NA,NA,NA
departement,Haute-Marne,2020-03-25,94,NA,NA,NA
departement,Haute-Marne,2020-03-26,130,NA,NA,NA
departement,Haute-Marne,2020-03-27,168,NA,NA,NA
departement,Haute-Marne,2020-03-28,178,NA,NA,NA
departement,Haute-Marne,2020-03-29,178,NA,NA,NA
departement,Haute-Marne,2020-03-30,182,NA,NA,NA
departement,Haute-Marne,2020-03-31,210,NA,NA,NA
departement,Haute-Saône,2020-03-18,40,NA,NA,NA
departement,Haute-Saône,2020-03-19,40,NA,NA,NA
departement,Haute-Saône,2020-03-20,74,NA,NA,NA
departement,Haute-Saône,2020-03-21,74,NA,NA,NA
departement,Haute-Saône,2020-03-22,74,NA,NA,NA
departement,Haute-Saône,2020-03-23,74,NA,NA,NA
departement,Haute-Saône,2020-03-24,122,NA,NA,NA
departement,Haute-Saône,2020-03-25,158,NA,NA,NA
departement,Haute-Saône,2020-03-26,206,NA,NA,NA
departement,Haute-Saône,2020-03-27,236,NA,NA,NA
departement,Haute-Saône,2020-03-28,243,NA,NA,NA
departement,Haute-Saône,2020-03-29,245,NA,NA,NA
departement,Haute-Saône,2020-03-30,261,NA,NA,NA
departement,Haute-Saône,2020-03-31,295,NA,NA,NA
departement,Haute-Savoie,2020-03-18,163,NA,NA,NA
departement,Haute-Savoie,2020-03-19,195,NA,NA,NA
departement,Haute-Savoie,2020-03-20,224,NA,NA,NA
departement,Haute-Savoie,2020-03-21,233,NA,NA,NA
departement,Haute-Savoie,2020-03-22,253,NA,NA,NA
departement,Haute-Savoie,2020-03-23,329,NA,NA,NA
departement,Haute-Savoie,2020-03-24,407,NA,NA,NA
departement,Haute-Savoie,2020-03-25,481,NA,NA,NA
departement,Haute-Savoie,2020-03-26,568,NA,NA,NA
departement,Haute-Savoie,2020-03-27,653,NA,NA,NA
departement,Haute-Savoie,2020-03-28,733,NA,NA,NA
departement,Haute-Savoie,2020-03-29,840,NA,NA,NA
departement,Haute-Savoie,2020-03-30,940,NA,NA,NA
departement,Haute-Savoie,2020-03-31,1000,NA,NA,NA
departement,Haute-Vienne,2020-03-18,8,NA,NA,NA
departement,Haute-Vienne,2020-03-19,18,NA,NA,NA
departement,Haute-Vienne,2020-03-20,22,NA,NA,NA
departement,Haute-Vienne,2020-03-21,26,NA,NA,NA
departement,Haute-Vienne,2020-03-22,36,NA,NA,NA
departement,Haute-Vienne,2020-03-23,44,NA,NA,NA
departement,Haute-Vienne,2020-03-24,50,NA,NA,NA
departement,Haute-Vienne,2020-03-25,60,NA,NA,NA
departement,Haute-Vienne,2020-03-26,68,NA,NA,NA
departement,Haute-Vienne,2020-03-27,88,NA,NA,NA
departement,Haute-Vienne,2020-03-28,110,NA,NA,NA
departement,Haute-Vienne,2020-03-29,142,NA,NA,NA
departement,Haute-Vienne,2020-03-30,158,NA,NA,NA
departement,Haute-Vienne,2020-03-31,176,NA,NA,NA
departement,Hautes-Alpes,2020-03-18,36,NA,NA,NA
departement,Hautes-Alpes,2020-03-19,42,NA,NA,NA
departement,Hautes-Alpes,2020-03-20,48,NA,NA,NA
departement,Hautes-Alpes,2020-03-21,48,NA,NA,NA
departement,Hautes-Alpes,2020-03-22,52,NA,NA,NA
departement,Hautes-Alpes,2020-03-23,70,NA,NA,NA
departement,Hautes-Alpes,2020-03-24,80,NA,NA,NA
departement,Hautes-Alpes,2020-03-25,94,NA,NA,NA
departement,Hautes-Alpes,2020-03-26,112,NA,NA,NA
departement,Hautes-Alpes,2020-03-27,124,NA,NA,NA
departement,Hautes-Alpes,2020-03-28,132,NA,NA,NA
departement,Hautes-Alpes,2020-03-29,150,NA,NA,NA
departement,Hautes-Alpes,2020-03-30,156,NA,NA,NA
departement,Hautes-Alpes,2020-03-31,172,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-18,0,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-19,6,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-20,6,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-21,12,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-22,14,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-23,20,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-24,20,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-25,24,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-26,46,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-27,52,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-28,66,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-29,76,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-30,92,NA,NA,NA
departement,Hautes-Pyrénées,2020-03-31,96,NA,NA,NA
departement,Hauts-de-Seine,2020-03-18,444,NA,NA,NA
departement,Hauts-de-Seine,2020-03-19,595,NA,NA,NA
departement,Hauts-de-Seine,2020-03-20,776,NA,NA,NA
departement,Hauts-de-Seine,2020-03-21,929,NA,NA,NA
departement,Hauts-de-Seine,2020-03-22,1157,NA,NA,NA
departement,Hauts-de-Seine,2020-03-23,1517,NA,NA,NA
departement,Hauts-de-Seine,2020-03-24,1905,NA,NA,NA
departement,Hauts-de-Seine,2020-03-25,2319,NA,NA,NA
departement,Hauts-de-Seine,2020-03-26,2692,NA,NA,NA
departement,Hauts-de-Seine,2020-03-27,3051,NA,NA,NA
departement,Hauts-de-Seine,2020-03-28,3503,NA,NA,NA
departement,Hauts-de-Seine,2020-03-29,3770,NA,NA,NA
departement,Hauts-de-Seine,2020-03-30,4145,NA,NA,NA
departement,Hauts-de-Seine,2020-03-31,4725,NA,NA,NA
departement,Hérault,2020-03-18,142,NA,NA,NA
departement,Hérault,2020-03-19,184,NA,NA,NA
departement,Hérault,2020-03-20,219,NA,NA,NA
departement,Hérault,2020-03-21,248,NA,NA,NA
departement,Hérault,2020-03-22,260,NA,NA,NA
departement,Hérault,2020-03-23,323,NA,NA,NA
departement,Hérault,2020-03-24,383,NA,NA,NA
departement,Hérault,2020-03-25,476,NA,NA,NA
departement,Hérault,2020-03-26,550,NA,NA,NA
departement,Hérault,2020-03-27,638,NA,NA,NA
departement,Hérault,2020-03-28,733,NA,NA,NA
departement,Hérault,2020-03-29,820,NA,NA,NA
departement,Hérault,2020-03-30,884,NA,NA,NA
departement,Hérault,2020-03-31,958,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-18,20,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-19,78,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-20,94,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-21,98,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-22,118,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-23,138,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-24,148,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-25,174,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-26,200,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-27,220,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-28,252,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-29,310,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-30,336,NA,NA,NA
departement,Ille-et-Vilaine,2020-03-31,368,NA,NA,NA
departement,Indre,2020-03-18,0,NA,NA,NA
departement,Indre,2020-03-19,6,NA,NA,NA
departement,Indre,2020-03-20,10,NA,NA,NA
departement,Indre,2020-03-21,14,NA,NA,NA
departement,Indre,2020-03-22,14,NA,NA,NA
departement,Indre,2020-03-23,46,NA,NA,NA
departement,Indre,2020-03-24,56,NA,NA,NA
departement,Indre,2020-03-25,70,NA,NA,NA
departement,Indre,2020-03-26,72,NA,NA,NA
departement,Indre,2020-03-27,90,NA,NA,NA
departement,Indre,2020-03-29,118,NA,NA,NA
departement,Indre,2020-03-28,120,NA,NA,NA
departement,Indre,2020-03-30,130,NA,NA,NA
departement,Indre,2020-03-31,134,NA,NA,NA
departement,Indre-et-Loire,2020-03-18,10,NA,NA,NA
departement,Indre-et-Loire,2020-03-19,18,NA,NA,NA
departement,Indre-et-Loire,2020-03-20,36,NA,NA,NA
departement,Indre-et-Loire,2020-03-21,36,NA,NA,NA
departement,Indre-et-Loire,2020-03-22,40,NA,NA,NA
departement,Indre-et-Loire,2020-03-23,54,NA,NA,NA
departement,Indre-et-Loire,2020-03-24,68,NA,NA,NA
departement,Indre-et-Loire,2020-03-25,90,NA,NA,NA
departement,Indre-et-Loire,2020-03-26,114,NA,NA,NA
departement,Indre-et-Loire,2020-03-27,174,NA,NA,NA
departement,Indre-et-Loire,2020-03-28,184,NA,NA,NA
departement,Indre-et-Loire,2020-03-29,204,NA,NA,NA
departement,Indre-et-Loire,2020-03-30,262,NA,NA,NA
departement,Indre-et-Loire,2020-03-31,324,NA,NA,NA
departement,Isère,2020-03-18,42,NA,NA,NA
departement,Isère,2020-03-19,56,NA,NA,NA
departement,Isère,2020-03-20,80,NA,NA,NA
departement,Isère,2020-03-21,92,NA,NA,NA
departement,Isère,2020-03-22,106,NA,NA,NA
departement,Isère,2020-03-23,160,NA,NA,NA
departement,Isère,2020-03-24,200,NA,NA,NA
departement,Isère,2020-03-25,272,NA,NA,NA
departement,Isère,2020-03-26,312,NA,NA,NA
departement,Isère,2020-03-27,398,NA,NA,NA
departement,Isère,2020-03-28,426,NA,NA,NA
departement,Isère,2020-03-29,493,NA,NA,NA
departement,Isère,2020-03-30,570,NA,NA,NA
departement,Isère,2020-03-31,630,NA,NA,NA
departement,Jura,2020-03-18,8,NA,NA,NA
departement,Jura,2020-03-19,8,NA,NA,NA
departement,Jura,2020-03-20,18,NA,NA,NA
departement,Jura,2020-03-21,20,NA,NA,NA
departement,Jura,2020-03-22,22,NA,NA,NA
departement,Jura,2020-03-23,26,NA,NA,NA
departement,Jura,2020-03-24,60,NA,NA,NA
departement,Jura,2020-03-25,72,NA,NA,NA
departement,Jura,2020-03-26,116,NA,NA,NA
departement,Jura,2020-03-28,124,NA,NA,NA
departement,Jura,2020-03-29,124,NA,NA,NA
departement,Jura,2020-03-27,130,NA,NA,NA
departement,Jura,2020-03-30,148,NA,NA,NA
departement,Jura,2020-03-31,170,NA,NA,NA
departement,Landes,2020-03-18,0,NA,NA,NA
departement,Landes,2020-03-19,0,NA,NA,NA
departement,Landes,2020-03-20,0,NA,NA,NA
departement,Landes,2020-03-21,0,NA,NA,NA
departement,Landes,2020-03-22,0,NA,NA,NA
departement,Landes,2020-03-23,8,NA,NA,NA
departement,Landes,2020-03-24,8,NA,NA,NA
departement,Landes,2020-03-25,24,NA,NA,NA
departement,Landes,2020-03-26,26,NA,NA,NA
departement,Landes,2020-03-27,30,NA,NA,NA
departement,Landes,2020-03-28,34,NA,NA,NA
departement,Landes,2020-03-29,38,NA,NA,NA
departement,Landes,2020-03-30,51,NA,NA,NA
departement,Landes,2020-03-31,55,NA,NA,NA
departement,Loir-et-Cher,2020-03-18,0,NA,NA,NA
departement,Loir-et-Cher,2020-03-19,6,NA,NA,NA
departement,Loir-et-Cher,2020-03-20,8,NA,NA,NA
departement,Loir-et-Cher,2020-03-21,8,NA,NA,NA
departement,Loir-et-Cher,2020-03-22,8,NA,NA,NA
departement,Loir-et-Cher,2020-03-23,16,NA,NA,NA
departement,Loir-et-Cher,2020-03-24,34,NA,NA,NA
departement,Loir-et-Cher,2020-03-25,40,NA,NA,NA
departement,Loir-et-Cher,2020-03-26,52,NA,NA,NA
departement,Loir-et-Cher,2020-03-27,72,NA,NA,NA
departement,Loir-et-Cher,2020-03-28,96,NA,NA,NA
departement,Loir-et-Cher,2020-03-29,96,NA,NA,NA
departement,Loir-et-Cher,2020-03-30,144,NA,NA,NA
departement,Loir-et-Cher,2020-03-31,158,NA,NA,NA
departement,Loire,2020-03-18,90,NA,NA,NA
departement,Loire,2020-03-19,154,NA,NA,NA
departement,Loire,2020-03-20,186,NA,NA,NA
departement,Loire,2020-03-21,214,NA,NA,NA
departement,Loire,2020-03-22,290,NA,NA,NA
departement,Loire,2020-03-23,356,NA,NA,NA
departement,Loire,2020-03-24,456,NA,NA,NA
departement,Loire,2020-03-25,590,NA,NA,NA
departement,Loire,2020-03-26,695,NA,NA,NA
departement,Loire,2020-03-27,753,NA,NA,NA
departement,Loire,2020-03-28,921,NA,NA,NA
departement,Loire,2020-03-29,1077,NA,NA,NA
departement,Loire,2020-03-30,1157,NA,NA,NA
departement,Loire,2020-03-31,1235,NA,NA,NA
departement,Loire-Atlantique,2020-03-18,58,NA,NA,NA
departement,Loire-Atlantique,2020-03-19,80,NA,NA,NA
departement,Loire-Atlantique,2020-03-20,104,NA,NA,NA
departement,Loire-Atlantique,2020-03-21,124,NA,NA,NA
departement,Loire-Atlantique,2020-03-22,156,NA,NA,NA
departement,Loire-Atlantique,2020-03-23,178,NA,NA,NA
departement,Loire-Atlantique,2020-03-24,246,NA,NA,NA
departement,Loire-Atlantique,2020-03-25,284,NA,NA,NA
departement,Loire-Atlantique,2020-03-26,297,NA,NA,NA
departement,Loire-Atlantique,2020-03-27,408,NA,NA,NA
departement,Loire-Atlantique,2020-03-28,484,NA,NA,NA
departement,Loire-Atlantique,2020-03-29,520,NA,NA,NA
departement,Loire-Atlantique,2020-03-30,558,NA,NA,NA
departement,Loire-Atlantique,2020-03-31,622,NA,NA,NA
departement,Loiret,2020-03-18,12,NA,NA,NA
departement,Loiret,2020-03-19,24,NA,NA,NA
departement,Loiret,2020-03-20,66,NA,NA,NA
departement,Loiret,2020-03-21,78,NA,NA,NA
departement,Loiret,2020-03-22,114,NA,NA,NA
departement,Loiret,2020-03-24,142,NA,NA,NA
departement,Loiret,2020-03-23,144,NA,NA,NA
departement,Loiret,2020-03-25,161,NA,NA,NA
departement,Loiret,2020-03-26,209,NA,NA,NA
departement,Loiret,2020-03-27,223,NA,NA,NA
departement,Loiret,2020-03-28,281,NA,NA,NA
departement,Loiret,2020-03-29,373,NA,NA,NA
departement,Loiret,2020-03-30,441,NA,NA,NA
departement,Loiret,2020-03-31,491,NA,NA,NA
departement,Lot,2020-03-18,2,NA,NA,NA
departement,Lot,2020-03-19,2,NA,NA,NA
departement,Lot,2020-03-20,4,NA,NA,NA
departement,Lot,2020-03-21,12,NA,NA,NA
departement,Lot,2020-03-22,12,NA,NA,NA
departement,Lot,2020-03-23,12,NA,NA,NA
departement,Lot,2020-03-24,12,NA,NA,NA
departement,Lot,2020-03-25,16,NA,NA,NA
departement,Lot,2020-03-26,18,NA,NA,NA
departement,Lot,2020-03-27,18,NA,NA,NA
departement,Lot,2020-03-28,18,NA,NA,NA
departement,Lot,2020-03-29,28,NA,NA,NA
departement,Lot,2020-03-30,28,NA,NA,NA
departement,Lot,2020-03-31,28,NA,NA,NA
departement,Lot-et-Garonne,2020-03-19,24,NA,NA,NA
departement,Lot-et-Garonne,2020-03-20,24,NA,NA,NA
departement,Lot-et-Garonne,2020-03-18,30,NA,NA,NA
departement,Lot-et-Garonne,2020-03-21,30,NA,NA,NA
departement,Lot-et-Garonne,2020-03-22,36,NA,NA,NA
departement,Lot-et-Garonne,2020-03-24,42,NA,NA,NA
departement,Lot-et-Garonne,2020-03-25,44,NA,NA,NA
departement,Lot-et-Garonne,2020-03-23,48,NA,NA,NA
departement,Lot-et-Garonne,2020-03-26,52,NA,NA,NA
departement,Lot-et-Garonne,2020-03-27,60,NA,NA,NA
departement,Lot-et-Garonne,2020-03-28,80,NA,NA,NA
departement,Lot-et-Garonne,2020-03-29,84,NA,NA,NA
departement,Lot-et-Garonne,2020-03-31,84,NA,NA,NA
departement,Lot-et-Garonne,2020-03-30,86,NA,NA,NA
departement,Lozère,2020-03-18,2,NA,NA,NA
departement,Lozère,2020-03-19,2,NA,NA,NA
departement,Lozère,2020-03-20,2,NA,NA,NA
departement,Lozère,2020-03-21,2,NA,NA,NA
departement,Lozère,2020-03-22,6,NA,NA,NA
departement,Lozère,2020-03-23,10,NA,NA,NA
departement,Lozère,2020-03-24,22,NA,NA,NA
departement,Lozère,2020-03-25,24,NA,NA,NA
departement,Lozère,2020-03-26,24,NA,NA,NA
departement,Lozère,2020-03-27,24,NA,NA,NA
departement,Lozère,2020-03-28,28,NA,NA,NA
departement,Lozère,2020-03-29,30,NA,NA,NA
departement,Lozère,2020-03-30,32,NA,NA,NA
departement,Lozère,2020-03-31,32,NA,NA,NA
departement,Maine-et-Loire,2020-03-18,78,NA,NA,NA
departement,Maine-et-Loire,2020-03-19,94,NA,NA,NA
departement,Maine-et-Loire,2020-03-20,128,NA,NA,NA
departement,Maine-et-Loire,2020-03-21,128,NA,NA,NA
departement,Maine-et-Loire,2020-03-22,140,NA,NA,NA
departement,Maine-et-Loire,2020-03-23,206,NA,NA,NA
departement,Maine-et-Loire,2020-03-24,252,NA,NA,NA
departement,Maine-et-Loire,2020-03-25,288,NA,NA,NA
departement,Maine-et-Loire,2020-03-26,344,NA,NA,NA
departement,Maine-et-Loire,2020-03-27,392,NA,NA,NA
departement,Maine-et-Loire,2020-03-28,454,NA,NA,NA
departement,Maine-et-Loire,2020-03-29,496,NA,NA,NA
departement,Maine-et-Loire,2020-03-30,526,NA,NA,NA
departement,Maine-et-Loire,2020-03-31,616,NA,NA,NA
departement,Manche,2020-03-18,16,NA,NA,NA
departement,Manche,2020-03-19,16,NA,NA,NA
departement,Manche,2020-03-20,36,NA,NA,NA
departement,Manche,2020-03-21,42,NA,NA,NA
departement,Manche,2020-03-22,54,NA,NA,NA
departement,Manche,2020-03-23,62,NA,NA,NA
departement,Manche,2020-03-24,64,NA,NA,NA
departement,Manche,2020-03-25,74,NA,NA,NA
departement,Manche,2020-03-26,80,NA,NA,NA
departement,Manche,2020-03-27,95,NA,NA,NA
departement,Manche,2020-03-28,115,NA,NA,NA
departement,Manche,2020-03-29,137,NA,NA,NA
departement,Manche,2020-03-30,162,NA,NA,NA
departement,Manche,2020-03-31,174,NA,NA,NA
departement,Marne,2020-03-18,98,NA,NA,NA
departement,Marne,2020-03-19,124,NA,NA,NA
departement,Marne,2020-03-20,185,NA,NA,NA
departement,Marne,2020-03-21,224,NA,NA,NA
departement,Marne,2020-03-22,282,NA,NA,NA
departement,Marne,2020-03-23,384,NA,NA,NA
departement,Marne,2020-03-24,480,NA,NA,NA
departement,Marne,2020-03-25,603,NA,NA,NA
departement,Marne,2020-03-26,666,NA,NA,NA
departement,Marne,2020-03-27,726,NA,NA,NA
departement,Marne,2020-03-28,881,NA,NA,NA
departement,Marne,2020-03-29,927,NA,NA,NA
departement,Marne,2020-03-30,1013,NA,NA,NA
departement,Marne,2020-03-31,1196,NA,NA,NA
departement,Mayenne,2020-03-18,12,NA,NA,NA
departement,Mayenne,2020-03-19,18,NA,NA,NA
departement,Mayenne,2020-03-20,24,NA,NA,NA
departement,Mayenne,2020-03-21,24,NA,NA,NA
departement,Mayenne,2020-03-22,28,NA,NA,NA
departement,Mayenne,2020-03-23,40,NA,NA,NA
departement,Mayenne,2020-03-24,40,NA,NA,NA
departement,Mayenne,2020-03-25,58,NA,NA,NA
departement,Mayenne,2020-03-26,76,NA,NA,NA
departement,Mayenne,2020-03-27,114,NA,NA,NA
departement,Mayenne,2020-03-28,120,NA,NA,NA
departement,Mayenne,2020-03-29,134,NA,NA,NA
departement,Mayenne,2020-03-30,150,NA,NA,NA
departement,Mayenne,2020-03-31,160,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-18,131,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-19,164,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-20,197,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-21,241,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-22,377,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-23,420,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-24,577,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-25,667,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-26,750,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-27,899,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-28,1091,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-29,1139,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-30,1309,NA,NA,NA
departement,Meurthe-et-Moselle,2020-03-31,1384,NA,NA,NA
departement,Meuse,2020-03-18,28,NA,NA,NA
departement,Meuse,2020-03-19,84,NA,NA,NA
departement,Meuse,2020-03-20,114,NA,NA,NA
departement,Meuse,2020-03-21,148,NA,NA,NA
departement,Meuse,2020-03-22,148,NA,NA,NA
departement,Meuse,2020-03-23,221,NA,NA,NA
departement,Meuse,2020-03-24,263,NA,NA,NA
departement,Meuse,2020-03-25,301,NA,NA,NA
departement,Meuse,2020-03-26,339,NA,NA,NA
departement,Meuse,2020-03-27,382,NA,NA,NA
departement,Meuse,2020-03-28,388,NA,NA,NA
departement,Meuse,2020-03-29,392,NA,NA,NA
departement,Meuse,2020-03-30,470,NA,NA,NA
departement,Meuse,2020-03-31,496,NA,NA,NA
departement,Morbihan,2020-03-20,198,NA,NA,NA
departement,Morbihan,2020-03-21,226,NA,NA,NA
departement,Morbihan,2020-03-19,232,NA,NA,NA
departement,Morbihan,2020-03-18,246,NA,NA,NA
departement,Morbihan,2020-03-22,268,NA,NA,NA
departement,Morbihan,2020-03-23,268,NA,NA,NA
departement,Morbihan,2020-03-24,282,NA,NA,NA
departement,Morbihan,2020-03-25,308,NA,NA,NA
departement,Morbihan,2020-03-26,370,NA,NA,NA
departement,Morbihan,2020-03-27,400,NA,NA,NA
departement,Morbihan,2020-03-28,434,NA,NA,NA
departement,Morbihan,2020-03-29,462,NA,NA,NA
departement,Morbihan,2020-03-30,486,NA,NA,NA
departement,Morbihan,2020-03-31,516,NA,NA,NA
departement,Moselle,2020-03-18,460,NA,NA,NA
departement,Moselle,2020-03-19,547,NA,NA,NA
departement,Moselle,2020-03-20,727,NA,NA,NA
departement,Moselle,2020-03-21,814,NA,NA,NA
departement,Moselle,2020-03-22,971,NA,NA,NA
departement,Moselle,2020-03-23,1164,NA,NA,NA
departement,Moselle,2020-03-24,1529,NA,NA,NA
departement,Moselle,2020-03-25,1736,NA,NA,NA
departement,Moselle,2020-03-26,1994,NA,NA,NA
departement,Moselle,2020-03-27,2205,NA,NA,NA
departement,Moselle,2020-03-28,2477,NA,NA,NA
departement,Moselle,2020-03-29,2679,NA,NA,NA
departement,Moselle,2020-03-30,2901,NA,NA,NA
departement,Moselle,2020-03-31,3140,NA,NA,NA
departement,Nièvre,2020-03-18,0,NA,NA,NA
departement,Nièvre,2020-03-19,0,NA,NA,NA
departement,Nièvre,2020-03-20,4,NA,NA,NA
departement,Nièvre,2020-03-21,4,NA,NA,NA
departement,Nièvre,2020-03-22,4,NA,NA,NA
departement,Nièvre,2020-03-23,10,NA,NA,NA
departement,Nièvre,2020-03-24,10,NA,NA,NA
departement,Nièvre,2020-03-25,10,NA,NA,NA
departement,Nièvre,2020-03-26,12,NA,NA,NA
departement,Nièvre,2020-03-27,18,NA,NA,NA
departement,Nièvre,2020-03-28,24,NA,NA,NA
departement,Nièvre,2020-03-29,32,NA,NA,NA
departement,Nièvre,2020-03-30,40,NA,NA,NA
departement,Nièvre,2020-03-31,46,NA,NA,NA
departement,Nord,2020-03-21,288,NA,NA,NA
departement,Nord,2020-03-18,301,NA,NA,NA
departement,Nord,2020-03-22,340,NA,NA,NA
departement,Nord,2020-03-20,382,NA,NA,NA
departement,Nord,2020-03-19,428,NA,NA,NA
departement,Nord,2020-03-23,516,NA,NA,NA
departement,Nord,2020-03-24,620,NA,NA,NA
departement,Nord,2020-03-25,776,NA,NA,NA
departement,Nord,2020-03-26,932,NA,NA,NA
departement,Nord,2020-03-27,1142,NA,NA,NA
departement,Nord,2020-03-28,1330,NA,NA,NA
departement,Nord,2020-03-29,1514,NA,NA,NA
departement,Nord,2020-03-30,1762,NA,NA,NA
departement,Nord,2020-03-31,2053,NA,NA,NA
departement,Oise,2020-03-18,280,NA,NA,NA
departement,Oise,2020-03-19,334,NA,NA,NA
departement,Oise,2020-03-20,398,NA,NA,NA
departement,Oise,2020-03-21,454,NA,NA,NA
departement,Oise,2020-03-22,482,NA,NA,NA
departement,Oise,2020-03-23,575,NA,NA,NA
departement,Oise,2020-03-24,666,NA,NA,NA
departement,Oise,2020-03-25,750,NA,NA,NA
departement,Oise,2020-03-26,872,NA,NA,NA
departement,Oise,2020-03-27,940,NA,NA,NA
departement,Oise,2020-03-28,996,NA,NA,NA
departement,Oise,2020-03-29,1038,NA,NA,NA
departement,Oise,2020-03-30,1114,NA,NA,NA
departement,Oise,2020-03-31,1164,NA,NA,NA
departement,Orne,2020-03-19,10,NA,NA,NA
departement,Orne,2020-03-18,12,NA,NA,NA
departement,Orne,2020-03-20,16,NA,NA,NA
departement,Orne,2020-03-21,16,NA,NA,NA
departement,Orne,2020-03-22,16,NA,NA,NA
departement,Orne,2020-03-23,30,NA,NA,NA
departement,Orne,2020-03-24,40,NA,NA,NA
departement,Orne,2020-03-25,72,NA,NA,NA
departement,Orne,2020-03-26,88,NA,NA,NA
departement,Orne,2020-03-27,92,NA,NA,NA
